Connecting to host 10.0.0.2, port 5566
[  7] local 10.0.0.4 port 33742 connected to 10.0.0.2 port 5566
[  7] 172.00-173.01 sec   191 KBytes  1.56 Mbits/sec    0   99.0 KBytes       
[  7] 173.01-174.01 sec   255 KBytes  2.08 Mbits/sec    0   99.0 KBytes       
[  7] 174.01-175.01 sec   255 KBytes  2.08 Mbits/sec    0   99.0 KBytes       
[  7] 175.01-176.00 sec   255 KBytes  2.10 Mbits/sec    0   99.0 KBytes       
[  7] 176.00-177.00 sec   445 KBytes  3.65 Mbits/sec    0   99.0 KBytes       
[  7] 177.00-178.00 sec   255 KBytes  2.08 Mbits/sec    0   99.0 KBytes       
[  7] 178.00-179.00 sec   382 KBytes  3.14 Mbits/sec    0   99.0 KBytes       
[  7] 179.00-180.01 sec   255 KBytes  2.07 Mbits/sec    0   99.0 KBytes       
[  7] 180.01-181.01 sec   255 KBytes  2.08 Mbits/sec    0   99.0 KBytes       
[  7] 181.01-182.01 sec   509 KBytes  4.18 Mbits/sec    0   99.0 KBytes       
[  7] 182.01-183.00 sec  0.00 Bytes  0.00 bits/sec    0   99.0 KBytes       
[  7] 183.00-184.01 sec   255 KBytes  2.08 Mbits/sec    0   99.0 KBytes       
[  7] 184.01-185.01 sec   255 KBytes  2.08 Mbits/sec    0   99.0 KBytes       
[  7] 185.01-186.01 sec   382 KBytes  3.12 Mbits/sec    0   99.0 KBytes       
[  7] 186.01-187.01 sec   191 KBytes  1.57 Mbits/sec    0   99.0 KBytes       
[  7] 187.01-188.00 sec   255 KBytes  2.10 Mbits/sec    0   99.0 KBytes       
[  7] 188.00-189.01 sec  0.00 Bytes  0.00 bits/sec    0   99.0 KBytes       
[  7] 189.01-190.00 sec   191 KBytes  1.57 Mbits/sec    0   99.0 KBytes       
[  7] 190.00-191.01 sec   255 KBytes  2.06 Mbits/sec    0   99.0 KBytes       
[  7] 191.01-192.01 sec   255 KBytes  2.09 Mbits/sec    0   99.0 KBytes       
[  7] 192.01-193.00 sec   445 KBytes  3.67 Mbits/sec    0   99.0 KBytes       
[  7] 193.00-194.01 sec   191 KBytes  1.55 Mbits/sec    0   99.0 KBytes       
[  7] 194.01-195.01 sec   255 KBytes  2.09 Mbits/sec    0   99.0 KBytes       
[  7] 195.01-196.00 sec   255 KBytes  2.09 Mbits/sec    0   99.0 KBytes       
[  7] 196.00-197.00 sec   255 KBytes  2.09 Mbits/sec    0   99.0 KBytes       
[  7] 197.00-198.01 sec   255 KBytes  2.07 Mbits/sec    0   99.0 KBytes       
[  7] 198.01-199.00 sec   382 KBytes  3.15 Mbits/sec    0   99.0 KBytes       
[  7] 199.00-200.00 sec   191 KBytes  1.57 Mbits/sec    0   99.0 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  7]   0.00-200.00 sec  63.0 MBytes  2.64 Mbits/sec    0             sender
[  7]   0.00-200.05 sec  62.6 MBytes  2.62 Mbits/sec                  receiver

iperf Done.
